service_id,customer_id,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies
3189,7682-AZNDK,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No
3190,0587-DMGBH,Yes,No,DSL,Yes,No,No,No,No,No
3191,5384-ZTTWP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3192,3745-HRPHI,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes
3193,7636-OWBPG,No,No phone service,DSL,No,Yes,No,No,No,No
3194,1231-YNDEK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3195,1407-DIGZV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3196,6397-JNZZG,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes
3197,0570-BFQHT,Yes,No,Fiber optic,No,Yes,Yes,No,No,No
3198,4393-OBCRR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3199,3523-QRQLL,Yes,No,DSL,No,Yes,No,No,Yes,Yes
3200,8564-LDKFL,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
3201,3696-DFHHB,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3202,0895-DQHEW,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
3203,4717-GHADL,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes
3204,5501-TVMGM,Yes,No,DSL,No,No,No,No,No,Yes
3205,5879-HMFFH,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
3206,6772-WFQRD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3207,3810-DVDQQ,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
3208,6972-SNKKW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3209,3694-GLTJM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3210,8550-XSXUQ,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes
3211,8149-RSOUN,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
3212,9055-MOJJJ,Yes,No,DSL,Yes,No,No,Yes,Yes,No
3213,4359-INNWN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3214,0585-EGDDA,Yes,No,Fiber optic,No,Yes,Yes,No,No,No
3215,4032-RMHCI,No,No phone service,DSL,Yes,No,Yes,No,No,No
3216,0549-CYCQN,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
3217,3481-JHUZH,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
3218,7250-EQKIY,Yes,No,DSL,No,No,Yes,No,No,No
3219,3594-IVHJZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3220,6869-FGJJC,Yes,No,Fiber optic,No,Yes,Yes,No,No,No
3221,3896-ZVNET,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3222,8205-VSLRB,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes
3223,5960-MVTUK,No,No phone service,DSL,No,No,No,Yes,No,No
3224,6817-WTYHE,Yes,No,DSL,No,No,No,No,No,No
3225,3082-VQXNH,No,No phone service,DSL,No,Yes,No,No,No,No
3226,4013-UBXWQ,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes
3227,4931-TRZWN,Yes,No,DSL,Yes,No,No,No,Yes,Yes
3228,0750-EKNGL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3229,7669-LCRSD,Yes,No,DSL,No,No,No,No,Yes,No
3230,3567-PQTSO,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
3231,5519-NPHVG,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
3232,8043-PNYSD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3233,9938-EKRGF,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
3234,2703-AMTUL,Yes,No,DSL,Yes,Yes,No,No,No,No
3235,0928-JMXNP,No,No phone service,DSL,No,No,Yes,No,No,No
3236,8173-RXAYP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3237,4825-XJGDM,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No
3238,5402-HTOTQ,Yes,Yes,DSL,No,Yes,No,No,No,No
3239,6734-JDTTV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3240,7850-THJMU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3241,3890-RTCMS,Yes,No,DSL,No,No,No,Yes,No,No
3242,8849-GYOKR,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
3243,3148-BLQJT,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3244,3717-FDJFU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3245,3665-JATSN,No,No phone service,DSL,No,Yes,No,No,No,Yes
3246,7966-YOTQW,Yes,Yes,DSL,Yes,No,No,No,No,No
3247,0461-CVKMU,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No
3248,8806-EAGWC,Yes,No,DSL,No,No,No,No,Yes,No
3249,8853-TZDGH,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
3250,7779-LGOVN,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
3251,4324-BZCKL,Yes,No,DSL,No,Yes,Yes,No,No,No
3252,6924-TDGMT,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3253,9710-ZUSHQ,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
3254,1536-YHDOE,Yes,Yes,DSL,Yes,No,No,Yes,No,No
3255,8123-QBNAZ,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
3256,3629-ZNKXA,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
3257,4827-LTQRJ,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
3258,7711-YIJWC,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
3259,5482-VXSXJ,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes
3260,7365-BVCJH,No,No phone service,DSL,No,No,No,No,No,No
3261,9620-ENEJV,Yes,No,Fiber optic,No,No,No,No,No,No
3262,4183-WCSEP,Yes,No,Fiber optic,No,Yes,No,Yes,No,No
3263,2378-YIZKA,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
3264,5498-TXHLF,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No
3265,0689-DSXGL,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No
3266,6818-DJXAA,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No
3267,9722-UJOJR,Yes,No,Fiber optic,No,No,No,No,No,No
3268,0464-WJTKO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3269,8902-ZEOVF,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3270,6778-EICRF,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes
3271,2662-NNTDK,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3272,4132-KALRO,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
3273,3902-FOIGH,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
3274,6772-KSATR,Yes,Yes,Fiber optic,Yes,No,No,No,No,No
3275,7112-OPOTK,Yes,No,Fiber optic,No,No,No,No,No,No
3276,2874-YXVVA,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
3277,1245-HARPS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3278,4210-QFJMF,Yes,No,Fiber optic,No,No,No,No,No,Yes
3279,4323-ELYYB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3280,4293-ETKAP,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes
3281,6064-PUPMC,Yes,No,DSL,Yes,No,No,Yes,No,No
3282,6504-VBLFL,Yes,No,DSL,Yes,Yes,Yes,No,No,No
3283,6322-PJJDJ,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes
3284,0330-BGYZE,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
3285,1085-LDWAM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3286,7586-ZATGZ,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
3287,7197-VOJMM,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes
3288,3318-OSATS,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
3289,5828-AVIPD,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
3290,1843-TLSGD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3291,9626-VFRGG,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No
3292,7075-BNDVQ,No,No phone service,DSL,Yes,No,Yes,No,No,No
3293,9143-CANJF,Yes,No,DSL,Yes,No,No,Yes,No,No
3294,7284-BUYEC,No,No phone service,DSL,No,Yes,No,No,Yes,Yes
3295,2041-JIJCI,Yes,Yes,DSL,No,Yes,No,No,No,Yes
3296,1086-LXKFY,Yes,No,Fiber optic,No,No,No,No,No,No
3297,4900-MSOMT,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
3298,2229-VWQJH,Yes,No,DSL,No,No,Yes,No,No,No
3299,9194-GFVOI,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
3300,1336-EZFZY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3301,4282-MSACW,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
3302,1403-LKLIK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3303,2636-ALXXZ,Yes,No,Fiber optic,No,No,No,No,No,No
3304,7774-OJSXI,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
3305,7786-WBJYI,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
3306,0136-IFMYD,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
3307,5144-TVGLP,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
3308,9643-AVVWI,Yes,No,Fiber optic,No,Yes,No,Yes,No,No
3309,0253-ZTEOB,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes
3310,2706-QZIHY,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3311,6061-PQHMK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3312,9885-CSMWE,Yes,No,Fiber optic,No,No,No,No,Yes,No
3313,6137-MFAJN,No,No phone service,DSL,Yes,Yes,No,No,Yes,No
3314,9122-UMROB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3315,4232-JGKIY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3316,2402-TAIRZ,Yes,No,Fiber optic,No,Yes,Yes,No,No,No
3317,9659-ZTWSM,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
3318,9139-TWBAS,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No
3319,6685-GBWJZ,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No
3320,5016-ETTFF,No,No phone service,DSL,No,No,Yes,No,No,No
3321,3866-MDTUB,Yes,No,DSL,Yes,No,No,No,Yes,Yes
3322,2195-VVRJF,Yes,No,DSL,Yes,No,No,No,No,Yes
3323,3913-RDSJZ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3324,8058-JMEQO,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
3325,4203-QGNZA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3326,5043-TRZWM,Yes,No,Fiber optic,No,No,Yes,No,No,No
3327,0697-ZMSWS,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
3328,7657-DYEPJ,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No
3329,9494-BDNNC,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
3330,1640-PLFMP,Yes,No,Fiber optic,No,No,No,No,No,No
3331,5366-OBVMR,Yes,No,DSL,No,No,No,Yes,No,No
3332,8276-MQBYC,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
3333,7644-OMVMY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3334,7593-XFKDI,Yes,No,DSL,No,No,No,No,No,No
3335,4573-JKNAE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3336,0337-CNPZE,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
3337,9817-APLHW,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3338,8380-MQINP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3339,0840-DFEZH,Yes,Yes,Fiber optic,No,No,No,No,No,No
3340,1513-XNPPH,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes
3341,8690-ZVLCL,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
3342,6015-VVHHE,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
3343,1125-SNVCK,Yes,No,DSL,No,No,No,No,No,No
3344,0384-LPITE,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes
3345,4616-EWBNJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3346,6347-DCUIK,Yes,Yes,Fiber optic,No,No,No,No,No,No
3347,1335-HQMKX,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
3348,2545-EBUPK,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
3349,6923-AQONU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3350,2172-EJXVF,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
3351,0897-FEGMU,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
3352,7663-RGWBC,Yes,No,DSL,No,No,No,No,No,No
3353,1120-BMWUB,Yes,No,DSL,No,Yes,No,Yes,No,No
3354,9124-LHCJQ,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
3355,4536-PLEQY,Yes,No,Fiber optic,No,Yes,No,No,No,Yes
3356,7029-IJEJK,No,No phone service,DSL,Yes,No,No,Yes,No,Yes
3357,8871-JLMHM,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No
3358,2235-ZGKPT,Yes,Yes,DSL,No,No,No,No,No,No
3359,3891-PUQOD,Yes,No,DSL,No,No,Yes,No,No,Yes
3360,5447-VYTKW,Yes,No,DSL,Yes,No,No,Yes,No,No
3361,3623-FQBOX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3362,0689-NKYLF,Yes,No,Fiber optic,No,No,Yes,No,Yes,No
3363,8659-HDIYE,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes
3364,3658-KIBGF,Yes,No,DSL,Yes,Yes,No,No,No,No
3365,3474-BAFSJ,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes
3366,5519-YLDGW,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
3367,3865-ZFZIB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3368,1855-AGAWH,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes
3369,7109-CQYUZ,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
3370,1370-GGAWX,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
3371,4680-KUTAJ,Yes,Yes,DSL,Yes,No,No,No,No,No
3372,5307-UVGNB,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes
3373,4946-EDSEW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3374,2883-ILGWO,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
3375,2516-VQRRV,Yes,Yes,Fiber optic,No,No,No,No,No,No
3376,7580-UGXNC,Yes,No,DSL,Yes,Yes,No,No,No,No
3377,3642-BYHDO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3378,9629-NHXFW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3379,2696-RZVZW,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3380,5766-FTRTS,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
3381,0396-HUJBP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3382,5178-LMXOP,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
3383,8879-ZKJOF,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes
3384,6285-FTQBF,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3385,8185-UPYBR,Yes,Yes,Fiber optic,No,No,No,No,No,No
3386,4585-HETAI,Yes,No,Fiber optic,No,No,Yes,No,No,No
3387,7526-BEZQB,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
3388,1474-JUWSM,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes
3389,3530-CRZSB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3390,8498-XXGWA,Yes,No,DSL,Yes,No,Yes,No,No,No
3391,9617-INGJY,Yes,No,Fiber optic,No,No,No,No,No,No
3392,0621-TSSMU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3393,7234-KMNRQ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3394,7636-PEPNS,Yes,No,DSL,No,No,No,No,No,No
3395,4683-WYDOU,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
3396,9052-DHNKM,Yes,Yes,DSL,Yes,Yes,No,No,No,No
3397,6794-HKIAJ,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
3398,5578-NKCXI,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes
3399,1642-HMARX,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
3400,3096-WPXBT,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes
3401,8434-PNQZX,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes
3402,5950-AAAGJ,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
3403,4299-OPXEJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3404,4951-UKAAQ,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes
3405,9618-LFJRU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3406,6693-DJWTY,Yes,No,DSL,Yes,Yes,No,No,No,No
3407,0744-GKNGE,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No
3408,6447-EGDIV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3409,1167-OYZJF,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3410,2108-YKQTY,Yes,No,DSL,No,Yes,No,No,No,No
3411,4806-DXQCE,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
3412,4918-QLLIW,Yes,No,DSL,No,No,No,No,Yes,No
3413,7056-IMHCC,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
3414,4854-SSLTN,Yes,No,DSL,Yes,Yes,No,Yes,No,No
3415,5294-DMSFH,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
3416,4837-PZTIC,No,No phone service,DSL,Yes,No,Yes,Yes,No,No
3417,1625-JAIIY,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
3418,0603-OLQDC,Yes,No,DSL,Yes,No,No,No,Yes,Yes
3419,3272-VUHPV,Yes,No,DSL,No,Yes,No,Yes,No,No
3420,4176-FXYBO,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
3421,1063-DHQJF,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No
3422,8663-UPDGF,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No
3423,6719-FGEDO,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No
3424,1837-YQUCE,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes
3425,2947-DOMLJ,Yes,No,DSL,Yes,No,No,No,No,No
3426,4112-LUEIZ,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
3427,0369-ZGOVK,Yes,No,Fiber optic,No,No,No,No,No,No
3428,4510-HIMLV,Yes,No,Fiber optic,No,No,No,No,No,No
3429,9919-KNPOO,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
3430,8749-JMNKX,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No
3431,7872-BAAZR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3432,9391-LMANN,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes
3433,2430-USGXP,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
3434,8174-TBVCF,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
3435,1698-XFZCI,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
3436,1877-HKBQX,Yes,No,DSL,Yes,No,No,Yes,No,No
3437,4450-DLLMH,Yes,No,Fiber optic,No,No,No,No,No,No
3438,0428-AXXLJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3439,2746-DIJLO,Yes,Yes,DSL,No,Yes,No,No,No,No
3440,5955-ERIHD,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
3441,0917-EZOLA,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
3442,3508-VLHCZ,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
3443,4086-ATNFV,Yes,No,DSL,Yes,Yes,Yes,No,No,No
3444,0468-YRPXN,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes
3445,5996-NRVXR,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
3446,3739-YBWAB,No,No phone service,DSL,Yes,No,Yes,No,No,No
3447,7047-FWEYA,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
3448,2000-MPKCA,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
3449,9762-YAQAA,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
3450,5949-EBSQK,Yes,No,DSL,No,No,No,Yes,No,Yes
3451,5473-KHBPS,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
3452,0100-DUVFC,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
3453,5397-TUPSH,Yes,No,Fiber optic,No,No,No,No,No,No
3454,8950-MTZNV,Yes,No,DSL,No,No,No,No,No,No
3455,0326-VDYXE,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
3456,6773-LQTVT,No,No phone service,DSL,No,Yes,Yes,No,No,No
3457,7274-RTAPZ,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
3458,0436-TWFFZ,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
3459,8566-YPRGL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3460,0311-UNPFF,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
3461,6609-MXJHJ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3462,2669-OIDSD,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes
3463,8400-WZICQ,Yes,No,DSL,Yes,Yes,No,No,No,No
3464,3834-XUIFC,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
3465,9576-SYUHJ,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No
3466,0410-IPFTY,Yes,No,Fiber optic,No,Yes,No,No,No,Yes
3467,2831-EBWRN,Yes,No,DSL,No,No,No,No,No,No
3468,9430-NKQLY,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3469,8414-MYSHR,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
3470,0247-SLUJI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3471,9402-ORRAH,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
3472,6483-OATDN,Yes,No,DSL,Yes,No,No,No,No,No
3473,1293-HHSHJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3474,4840-ORQXB,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
3475,7599-FKVXZ,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
3476,3982-DQLUS,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No
3477,8610-ZIKJJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3478,3756-VNWDH,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
3479,7801-KICAO,Yes,Yes,Fiber optic,No,No,No,No,No,No
3480,7673-LPRNY,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes
3481,8229-TNIQA,Yes,No,DSL,No,No,No,No,No,No
3482,6060-QBMGV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3483,7339-POGZN,Yes,Yes,DSL,No,No,No,No,No,No
3484,2828-SLQPF,Yes,No,DSL,No,No,No,No,No,No
3485,4465-VDKIQ,Yes,No,Fiber optic,No,Yes,Yes,No,No,No
3486,2921-XWDJH,Yes,No,Fiber optic,Yes,No,No,No,No,Yes
3487,6221-AVQYL,Yes,Yes,Fiber optic,No,No,No,No,No,No
3488,2558-BUOZZ,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No
3489,9257-AZMTZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3490,0003-MKNFE,Yes,Yes,DSL,No,No,No,No,No,Yes
3491,0975-UYDTX,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
3492,7743-EXURX,Yes,No,DSL,No,No,Yes,No,No,No
3493,4682-BLBUC,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No
3494,0975-VOOVL,No,No phone service,DSL,No,Yes,No,No,No,No
3495,5968-VXZLG,Yes,No,DSL,No,No,No,No,No,No
3496,5569-KGJHX,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
3497,4988-IQIGL,Yes,Yes,Fiber optic,No,No,No,No,No,No
3498,5201-FRKKS,Yes,No,Fiber optic,Yes,No,No,No,No,No
3499,9799-CAYJJ,Yes,No,Fiber optic,No,No,No,No,No,No
3500,7730-IUTDZ,Yes,No,Fiber optic,Yes,No,No,No,No,No
3501,0426-TIRNE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3502,5443-SCMKX,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
3503,8295-KMENE,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No
3504,6738-ISCBM,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes
3505,9821-BESNZ,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
3506,3678-MNGZX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3507,1335-NTIUC,No,No phone service,DSL,No,No,No,No,No,No
