billing_id,customer_id,tenure,monthly_charges,total_charges
4294,2402-TAIRZ,37,80.05,3019.1
4295,9659-ZTWSM,66,107.35,7051.95
4296,9139-TWBAS,26,47.85,1190.5
4297,6685-GBWJZ,63,70.8,4448.8
4298,5016-ETTFF,10,29.5,255.25
4299,3866-MDTUB,2,70.75,146.9
4300,2195-VVRJF,18,59.1,1011.05
4301,3913-RDSJZ,64,25.55,1714.95
4302,8058-JMEQO,9,84.45,762.5
4303,4203-QGNZA,28,20.25,535.35
4304,5043-TRZWM,1,75.55,75.55
4305,0697-ZMSWS,4,85.65,338.9
4306,7657-DYEPJ,38,70.15,2497.35
4307,9494-BDNNC,66,95.3,6273.4
4308,1640-PLFMP,1,70.25,70.25
4309,5366-OBVMR,18,50.3,908.75
4310,8276-MQBYC,51,97.8,4913.3
4311,7644-OMVMY,0,19.85,
4312,7593-XFKDI,1,46.3,46.3
4313,4573-JKNAE,12,19.35,212.3
4314,0337-CNPZE,41,106.3,4443.45
4315,9817-APLHW,12,25,316.2
4316,8380-MQINP,55,20.3,1079.05
4317,0840-DFEZH,7,75.35,564.65
4318,1513-XNPPH,12,89.4,1095.65
4319,8690-ZVLCL,68,88,6161.9
4320,6015-VVHHE,5,83.15,446.05
4321,1125-SNVCK,49,43.8,2106.05
4322,0384-LPITE,40,62.05,2511.55
4323,4616-EWBNJ,16,20.1,318.6
4324,6347-DCUIK,10,74.15,811.8
4325,1335-HQMKX,72,101.35,7323.15
4326,2545-EBUPK,2,84.05,186.05
4327,6923-AQONU,23,20.9,454
4328,2172-EJXVF,71,105.9,7521.95
4329,0897-FEGMU,11,99.5,1056.95
4330,7663-RGWBC,1,44.15,44.15
4331,1120-BMWUB,16,53.9,834.15
4332,9124-LHCJQ,1,85.45,85.45
4333,4536-PLEQY,12,85.05,999.8
4334,7029-IJEJK,54,44.1,2369.7
4335,8871-JLMHM,68,90.2,6297.65
4336,2235-ZGKPT,4,50.85,239.55
4337,3891-PUQOD,1,59.2,59.2
4338,5447-VYTKW,27,53.45,1461.45
4339,3623-FQBOX,21,19.95,416.4
4340,0689-NKYLF,13,83.2,1060.6
4341,8659-HDIYE,64,74.65,4869.35
4342,3658-KIBGF,1,54.9,54.9
4343,3474-BAFSJ,57,57.5,3265.95
4344,5519-YLDGW,21,103.9,2254.2
4345,3865-ZFZIB,19,19.65,358.15
4346,1855-AGAWH,31,93.8,2939.8
4347,7109-CQYUZ,52,89.25,4652.4
4348,1370-GGAWX,46,94.15,4408.45
4349,4680-KUTAJ,11,55.6,580.8
4350,5307-UVGNB,53,48.7,2495.2
4351,4946-EDSEW,11,19.25,180.3
4352,2883-ILGWO,57,104.9,5913.95
4353,2516-VQRRV,2,75.45,158.4
4354,7580-UGXNC,2,54.85,104.2
4355,3642-BYHDO,71,19.9,1389.35
4356,9629-NHXFW,1,19.4,19.4
4357,2696-RZVZW,68,25.05,1629.2
4358,5766-FTRTS,72,84.45,6033.1
4359,0396-HUJBP,2,19.3,44.4
4360,5178-LMXOP,1,95.1,95.1
4361,8879-ZKJOF,41,79.85,3320.75
4362,6285-FTQBF,72,25.55,1867.7
4363,8185-UPYBR,6,75.5,438
4364,4585-HETAI,4,73.75,325.45
4365,7526-BEZQB,12,96.05,1148.1
4366,1474-JUWSM,58,68.4,3972.25
4367,3530-CRZSB,7,20.65,155.9
4368,8498-XXGWA,65,55.15,3673.15
4369,9617-INGJY,1,70.6,70.6
4370,0621-TSSMU,56,19.95,1126.75
4371,7234-KMNRQ,4,19,73.45
4372,7636-PEPNS,58,44.1,2413.05
4373,4683-WYDOU,62,107.6,6912.7
4374,9052-DHNKM,26,61.55,1581.95
4375,6794-HKIAJ,62,90.7,5586.45
4376,5578-NKCXI,58,99.25,5846.65
4377,1642-HMARX,68,91.7,6424.7
4378,3096-WPXBT,61,100.7,6018.65
4379,8434-PNQZX,42,78.45,3373.4
4380,5950-AAAGJ,18,84.3,1537.9
4381,4299-OPXEJ,56,19.55,1080.55
4382,4951-UKAAQ,4,88.95,355.2
4383,9618-LFJRU,4,20.45,82.85
4384,6693-DJWTY,35,55.6,2016.45
4385,0744-GKNGE,64,86.8,5327.25
4386,6447-EGDIV,31,20.95,683.25
4387,1167-OYZJF,67,20.05,1263.05
4388,2108-YKQTY,4,50.7,151.3
4389,4806-DXQCE,70,113.65,7714.65
4390,4918-QLLIW,3,53.4,188.7
4391,7056-IMHCC,53,101.9,5549.4
4392,4854-SSLTN,2,59.5,130.5
4393,5294-DMSFH,29,87.8,2621.75
4394,4837-PZTIC,47,41.9,1875.25
4395,1625-JAIIY,68,83,5685.8
4396,0603-OLQDC,12,69.85,837.5
4397,3272-VUHPV,8,56.3,401.5
4398,4176-FXYBO,54,109.55,6118.95
4399,1063-DHQJF,69,92.15,6480.9
4400,8663-UPDGF,26,69.5,1800.05
4401,6719-FGEDO,72,97,7104.2
4402,1837-YQUCE,70,58.35,4214.25
4403,2947-DOMLJ,1,50.6,50.6
4404,4112-LUEIZ,10,89.5,863.1
4405,0369-ZGOVK,28,70.4,1992.2
4406,4510-HIMLV,1,69.8,69.8
4407,9919-KNPOO,21,94.3,1948.35
4408,8749-JMNKX,51,93.8,4750.95
4409,7872-BAAZR,53,19.55,1007.9
4410,9391-LMANN,53,95.95,5036.9
4411,2430-USGXP,24,101.05,2391.8
4412,8174-TBVCF,70,94.8,6859.05
4413,1698-XFZCI,61,107.75,6521.9
4414,1877-HKBQX,11,54.6,617.85
4415,4450-DLLMH,2,71.3,157.75
4416,0428-AXXLJ,25,19.5,516.3
4417,2746-DIJLO,41,56.3,2364
4418,5955-ERIHD,18,94.7,1687.95
4419,0917-EZOLA,72,104.15,7689.95
4420,3508-VLHCZ,71,90.55,6239.05
4421,4086-ATNFV,34,60.8,2042.05
4422,0468-YRPXN,29,98.8,2807.1
4423,5996-NRVXR,40,98.15,4116.8
4424,3739-YBWAB,36,35.35,1317.95
4425,7047-FWEYA,46,103.15,4594.65
4426,2000-MPKCA,58,107.75,6332.75
4427,9762-YAQAA,39,81.4,3213.75
4428,5949-EBSQK,4,61.45,229.55
4429,5473-KHBPS,52,95.7,4976.15
4430,0100-DUVFC,70,104.8,7308.95
4431,5397-TUPSH,65,70.95,4555.2
4432,8950-MTZNV,1,44.95,44.95
4433,0326-VDYXE,70,97.65,6982.5
4434,6773-LQTVT,29,35.65,1025.15
4435,7274-RTAPZ,1,90.55,90.55
4436,0436-TWFFZ,67,85.25,5714.2
4437,8566-YPRGL,1,19.5,19.5
4438,0311-UNPFF,26,88.8,2274.35
4439,6609-MXJHJ,30,25.1,789.55
4440,2669-OIDSD,48,100.05,4834
4441,8400-WZICQ,55,55.7,3131.8
4442,3834-XUIFC,7,85.2,602.55
4443,9576-SYUHJ,37,91.15,3369.25
4444,0410-IPFTY,31,83.85,2674.15
4445,2831-EBWRN,4,45.9,199.75
4446,9430-NKQLY,72,25.1,1790.8
4447,8414-MYSHR,5,91.4,449.75
4448,0247-SLUJI,1,19.7,19.7
4449,9402-ORRAH,15,91.5,1400.3
4450,6483-OATDN,8,51.3,411.6
4451,1293-HHSHJ,35,21.1,741
4452,4840-ORQXB,56,104.75,5841.35
4453,7599-FKVXZ,42,106.15,4512.7
4454,3982-DQLUS,65,85.75,5688.45
4455,8610-ZIKJJ,2,20.3,31.9
4456,3756-VNWDH,65,100.75,6674.65
4457,7801-KICAO,18,74.15,1345.75
4458,7673-LPRNY,23,78.55,1843.05
4459,8229-TNIQA,4,45.3,196.95
4460,6060-QBMGV,70,19.85,1433.8
4461,7339-POGZN,4,50.7,214.55
4462,2828-SLQPF,19,45,865.85
4463,4465-VDKIQ,18,77.8,1358.6
4464,2921-XWDJH,38,83.45,3147.15
4465,6221-AVQYL,2,73.25,131.05
4466,2558-BUOZZ,47,94.8,4535.85
4467,9257-AZMTZ,52,20.1,1078.75
4468,0003-MKNFE,9,59.9,542.4
4469,0975-UYDTX,26,90.1,2312.55
4470,7743-EXURX,8,51.05,415.05
4471,4682-BLBUC,44,70.95,3250.45
4472,0975-VOOVL,3,29.2,98.5
4473,5968-VXZLG,2,46.6,87.9
4474,5569-KGJHX,9,85.35,754.65
4475,4988-IQIGL,1,75.35,75.35
4476,5201-FRKKS,25,74.3,1952.25
4477,9799-CAYJJ,2,69.3,153.8
4478,7730-IUTDZ,43,75.2,3198.6
4479,0426-TIRNE,1,20.9,20.9
4480,5443-SCMKX,58,94.3,5610.15
4481,8295-KMENE,59,76.45,4519.5
4482,6738-ISCBM,44,54,2440.25
4483,9821-BESNZ,66,104.25,6860.6
4484,3678-MNGZX,68,19.95,1377.7
4485,1335-NTIUC,9,24.95,190.25
4486,2916-BQZLN,19,84.75,1651.95
4487,4558-CGYCZ,4,19.75,78.3
4488,2368-GAKKQ,70,113.65,7939.25
4489,8710-YGLWG,1,44.9,44.9
4490,3199-XGZCY,8,75.25,576.7
4491,3785-KTYSH,53,24.6,1279
4492,6814-ZPWFQ,51,25,1260.7
4493,4063-EIKNQ,11,20.95,267.35
4494,6993-YCOBK,60,110.6,6586.85
4495,5206-HPJKM,17,55.5,934.15
4496,7587-RZNME,3,43.3,123.65
4497,0748-RDGGM,70,109.5,7534.65
4498,8393-JMVMB,1,19.45,19.45
4499,5019-GQVCR,43,84.85,3645.6
4500,6036-TTFYU,16,19.6,314.45
4501,2550-AEVRU,57,53.45,3053
4502,0969-RGKCU,37,19.8,677.05
4503,0378-CJKPV,72,112.1,7965.95
4504,4706-AXVKM,11,84.8,906.85
4505,5889-JTMUL,50,95.05,4888.7
4506,9026-RNUJS,5,50.35,237.25
4507,3746-EUBYR,1,74.6,74.6
4508,2332-EFBJY,16,19.7,342.4
4509,2880-FPNAE,2,74.2,140.1
4510,1703-MGIAB,17,69,1108
4511,4311-QTTAI,16,19.35,295.55
4512,9474-PHLYD,15,59.45,892.65
4513,4318-RAJVY,10,19.8,198.25
4514,2165-VOEGB,46,105.2,4822.85
4515,3612-YUNGG,64,109.2,6741.15
4516,2254-DLXRI,1,79.15,79.15
4517,5062-CJJKH,25,53.65,1355.45
4518,9028-LIHRP,71,100.2,7209
4519,2219-MVUSO,8,45.15,438.4
4520,1053-MXTTK,72,108.65,7726.35
4521,1530-ZTDOZ,49,40.65,2070.75
4522,1301-LOPVR,29,55.35,1636.95
4523,0853-TWRVK,72,105.6,7581.5
4524,8914-RBTSB,31,93.8,3019.5
4525,6212-ATMLK,50,95.7,4729.75
4526,8200-LGKSR,71,83.2,6126.1
4527,1568-BEKZM,70,90.05,6333.4
4528,0670-ANMUU,71,97.65,6687.85
4529,6897-RWMUB,61,68.05,4158.25
4530,0963-ZBDRN,32,96.2,3183.4
4531,7594-RQHXR,1,79.6,79.6
4532,6999-CHVCF,68,102.1,7149.35
4533,6134-KWTBV,62,23.4,1429.65
4534,1077-HUUJM,7,71.05,472.65
4535,6331-EWIEB,20,85.25,1734.5
4536,0895-LNKRC,6,19.45,113.5
4537,2045-BMBTJ,33,59.45,1884.65
4538,8417-GSODA,28,92.2,2568.15
4539,5171-EPLKN,27,19.85,470
4540,4452-QIIEB,7,43.9,278.4
4541,5998-VVEJY,26,80.5,2088.8
4542,1624-NALOJ,5,89.8,502.6
4543,6741-EGCBI,30,90.5,2595.85
4544,7820-ZYGNY,63,90.45,5825.5
4545,4317-VTEOA,1,50.75,50.75
4546,9677-AVKED,53,84.6,4449.75
4547,1670-SVOWZ,14,89.65,1208.35
4548,2227-JRSJX,21,99.15,1956.4
4549,9847-HNVGP,17,19.95,310.6
4550,6696-YDAYZ,16,20.5,290.55
4551,8980-WQFWL,35,62.1,2096.1
4552,1730-ZMAME,32,79.5,2665
4553,6506-EYCNH,28,19.55,543.8
4554,4634-JLRJT,1,20.35,20.35
4555,9501-UKKNL,59,51.7,3005.8
4556,2560-QTSBS,72,23.3,1623.15
4557,7541-YLXCL,36,65.4,2498.4
4558,4795-WRNVT,40,65.1,2586
4559,6080-TCMYC,40,81.2,3292.3
4560,0260-ZDLGK,9,72.9,651.4
4561,7860-UXCRM,63,74.5,4674.55
4562,6357-JJPQT,3,80.5,232.35
4563,2292-XQWSV,40,60.3,2448.5
4564,9552-TGUZV,8,75,658.1
4565,5913-INRQV,34,90.15,3128.8
4566,8722-NGNBH,5,40,223.45
4567,6210-KBBPI,9,99.45,919.4
4568,9643-YBLUR,9,69.05,653.95
4569,8734-FNWVH,31,59.7,1825.5
4570,9447-YPTBX,50,19.85,943.1
4571,0133-BMFZO,2,86.25,181.65
4572,6128-CZOMY,1,45.65,45.65
4573,9540-JYROE,8,70.1,551.35
4574,9026-LHEVG,9,40.75,359.4
4575,2260-USTRB,2,70.2,115.95
4576,3656-TKRVZ,3,55.35,165.2
4577,7011-CVEUC,25,95.7,2338.35
4578,6185-TASNN,1,46.3,46.3
4579,7925-PNRGI,45,81.3,3541.1
4580,8623-TMRBY,51,84.2,4146.05
4581,1552-CZCLL,55,20,1087.25
4582,3038-PQIUY,38,66.15,2522.4
4583,1501-SGHBW,2,45.85,81
4584,9313-CDOGY,38,19.6,717.3
4585,8148-BPLZQ,34,49.8,1734.2
4586,2623-DRYAM,70,101.75,7069.3
4587,9987-LUTYD,13,55.15,742.9
4588,3208-YPIOE,39,75.25,3017.65
4589,4488-KQFDT,61,103.95,6423
4590,2612-RANWT,12,100.15,1164.3
4591,5693-PIPCS,41,99.65,4220.35
4592,0491-KAPQG,21,73.7,1558.7
4593,1925-LFCZZ,55,50.05,2743.45
4594,8039-EQPIM,69,60.25,4055.5
4595,6900-PXRMS,26,105.75,2710.25
4596,8707-RMEZH,69,87.3,6055.55
4597,3346-BRMIS,18,48.35,810.7
4598,3209-ZPKFI,47,54.25,2538.2
4599,6479-VDGRK,72,85.3,6129.2
4600,9373-WSLOY,33,50,1750.85
4601,2933-FILNV,2,24.4,36.55
4602,3569-JFODW,72,90.95,6652.45
4603,9819-FBNSV,37,72.25,2575.45
4604,9544-PYPSJ,62,96.1,6019.35
4605,1591-XWLGB,71,19.85,1379.6
4606,0396-UKGAI,23,55.3,1284.2
4607,3243-ZHOHY,16,20.1,296.15
4608,5186-EJEGL,9,69.5,653.25
4609,7527-QNRUS,17,25.15,412.6
4610,9986-BONCE,4,20.95,85.5
4611,2722-JMONI,1,49.55,49.55
4612,2203-GHNWN,24,79.65,1928.7
4613,3878-AVSOQ,1,71.25,71.25
4614,3258-SYSWS,72,113.8,7845.8
4615,5296-PSYVW,72,24.55,1750.7
4616,6319-QSUSR,11,19.7,216.2
4617,4083-EUGRJ,9,20.25,178.5
4618,7579-OOPEC,2,50.15,115.1
4619,0512-FLFDW,60,100.5,6029
4620,1771-OADNZ,29,95.9,2745.2
4621,0487-CRLZF,49,74.45,3721.9
4622,2107-FBPTK,30,104.1,3121.1
4623,9451-WLYRI,53,19.05,990.45
4624,8219-VYBVI,39,25,1004.35
4625,1991-VOPLL,9,19.05,157.65
4626,9738-QLWTP,39,81.9,3219.75
4627,1016-DJTSV,8,69.7,572.85
4628,9419-IPPBE,51,90.15,4554.85
4629,0174-QRVVY,71,25.35,1847.55
4630,5699-BNCAS,71,24.65,1766.75
4631,2900-PHPLN,70,19.55,1462.05
4632,0612-RTZZA,1,25.25,25.25
4633,8106-GWQOK,38,60,2193.2
4634,8751-EDEKA,28,89.9,2433.5
4635,6878-GGDWG,32,19.4,641.15
4636,4039-PIMHX,49,49.8,2398.4
4637,8450-LUGUK,37,24.1,861.85
4638,3604-WLABM,10,54.25,583
4639,0795-GMVQO,67,109.9,7332.4
4640,2259-OUUSZ,7,35.5,249.55
4641,1142-IHLOO,51,87.55,4475.9
4642,6410-LEFEN,9,45.15,416.45
4643,4633-MKHYU,9,88.4,788.6
4644,6257-RJOHI,4,50.8,202.3
4645,1545-JFUML,71,99,6994.6
4646,3194-ORPIK,50,84.4,4116.15
4647,7826-VVKWT,24,96.55,2263.45
4648,1353-GHZOS,22,59.75,1374.35
4649,2587-EKXTS,44,111.5,4915.15
4650,5442-BXVND,33,24.25,838.5
4651,8816-VXNZD,1,75.1,75.1
4652,9378-FXTIZ,54,70.15,3715.65
4653,1723-HKXJQ,42,101.75,4273.45
4654,7825-GKXMW,1,45.8,45.8
4655,9753-OYLBX,1,20.5,20.5
4656,2364-UFROM,30,70.4,2044.75
4657,6656-JWRQX,1,30.55,30.55
4658,6473-ULUHT,16,84.9,1398.25
4659,1240-KNSEZ,1,20.1,20.1
4660,0836-SEYLU,9,40.65,328.95
4661,4433-JCGCG,46,101,4680.05
4662,3716-BDVDB,1,69.1,69.1
4663,7688-AWMDX,71,54.5,3778.2
4664,2842-BCQGE,43,75.35,3161.4
4665,7244-QWYHG,50,44.45,2188.45
4666,5899-MQZZL,13,75,999.45
4667,6849-OYAMU,19,100,1888.65
4668,5312-UXESG,41,98.05,3990.6
4669,9488-HGMJH,1,71.15,71.15
4670,6038-GCYEC,24,54.15,1240.25
4671,2150-WLKUW,40,63.9,2635
4672,7159-FVYPK,3,69.15,235
4673,7032-LMBHI,37,64.65,2347.85
4674,1150-WFARN,67,108.75,7156.2
4675,6088-BXMRG,32,98.85,3089.6
4676,3144-AUDBS,6,49.15,270.8
4677,4821-SJHJV,32,89.6,2901.8
4678,7346-MEDWM,59,83.25,4949.1
4679,1137-DGOWI,30,70.25,2198.9
4680,5616-PRTNT,20,19.4,374.5
4681,3812-LRZIR,27,24.5,761.95
4682,4818-QIUFN,20,79.15,1520.9
4683,9483-GCPWE,9,20.1,190.25
4684,4227-OJHAL,68,73,5163
4685,9220-CXRSC,69,61.4,4059.85
4686,4993-JCRGJ,26,84.3,2281.6
4687,9537-JALFH,69,19.9,1356.7
4688,6698-OXETB,11,20.4,231.45
4689,2103-ZRXFN,1,50.75,50.75
4690,3724-BSCVH,10,20.45,242.4
4691,4877-TSOFF,55,75.75,4264.25
4692,9209-NWPGU,44,65.4,2774.55
4693,6961-VCPMC,46,80.4,3605.2
4694,7306-YDSOI,69,59.75,4069.9
4695,5288-AHOUP,11,78.5,874.2
4696,6688-UZPWD,11,102,1145.35
4697,0655-YDGFJ,29,48.95,1323.7
4698,8468-EHYJA,57,99.65,5497.05
4699,6823-SIDFQ,28,18.25,534.7
4700,1097-FSPVW,42,54.55,2455.05
4701,2839-RFSQE,2,20.65,38.7
4702,8328-SKJNO,23,40.65,947.4
4703,7010-ZMVBF,18,20.45,357
4704,5201-CBWYG,62,24.8,1476.25
4705,0968-GSIKN,1,70.8,70.8
4706,1965-DDBWU,16,89.05,1448.6
4707,9057-SIHCH,3,96.6,291.9
4708,6352-GIGGQ,67,88.8,5903.15
4709,3635-QQRQD,62,20.05,1201.65
4710,6771-XWBDM,57,104.5,5921.35
4711,2897-DOVND,2,69.8,146.65
4712,3082-YVEKW,23,77.15,1759.4
4713,0191-EQUUH,25,35.05,844.45
4714,7134-HBPBS,72,108.1,7774.05
4715,3489-HHPFY,2,84.05,134.05
4716,2926-JEJJC,8,20.2,140.95
4717,8601-QACRS,5,50.6,249.95
4718,4950-BDEUX,35,49.2,1701.65
4719,5789-LDFXO,24,24.6,592.65
4720,0508-OOLTO,2,71.65,135.75
4721,2984-TBYKU,72,104.9,7732.65
4722,9822-WMWVG,41,106.5,4282.4
4723,2391-SOORI,4,49.35,219.65
4724,9040-KZVWO,26,75.5,2018.1
4725,2645-QTLMB,7,94.25,669
4726,4806-HIPDW,1,68.95,68.95
4727,1548-ARAGG,4,58.5,224.85
4728,6339-RZCBJ,48,78.9,3771.5
4729,4424-TKOPW,2,93.85,196.75
4730,4415-WNGVR,12,79.2,943.85
4731,2522-AHJXR,60,109.45,6572.85
4732,0412-UCCNP,55,59.2,3175.85
4733,1816-FLZDK,1,29.15,29.15
4734,7096-UCLNH,1,20.05,20.05
4735,8443-ZRDBZ,4,76.05,318.9
4736,9136-ALYBR,1,24.45,24.45
4737,4615-PIVVU,42,66.5,2762.75
4738,8885-QSQBX,1,49.55,49.55
4739,7479-NITWS,7,89.35,631.85
4740,8617-ENBDS,3,73.6,232.5
4741,9385-NXKDA,72,82.65,5919.35
4742,0430-IHCDJ,15,49,749.25
4743,2959-MJHIC,4,80.35,307.4
4744,6674-KVJHG,11,25.2,245.15
4745,1814-DKOLC,5,25.45,134.75
4746,4201-JMNGR,1,55.8,55.8
4747,9351-HXDMR,72,110.9,8240.85
4748,3537-HPKQT,55,77.75,4266.4
4749,2129-ALKBS,40,26.2,1077.5
4750,5821-MMEIL,57,19.9,1115.6
4751,5960-WPXQM,1,79.05,79.05
4752,0684-AOSIH,1,95,95
4753,8260-NGFNY,1,25.2,25.2
4754,1309-XGFSN,52,80.85,4079.55
4755,1866-RZZQS,41,98.4,4187.75
4756,6968-URWQU,43,56.35,2391.15
4757,4742-TXUEX,47,19.3,890.5
4758,9631-XEYKE,3,50.4,137.25
4759,8631-NBHFZ,66,79.4,5154.6
4760,1335-MXCSE,55,55.25,3119.9
4761,8873-TMKGR,29,19.1,529.5
4762,8800-JOOCF,12,84.05,966.55
4763,1469-LBJQJ,66,105.2,6936.85
4764,4958-XCBDQ,35,101.4,3496.3
4765,8337-UPOAQ,10,89.8,914.3
4766,0064-YIJGF,27,75.75,1929
4767,2386-OWURY,58,95.3,5817.7
4768,1725-IQNIY,54,109.75,6110.2
4769,0310-VQXAM,9,19.85,178.8
4770,6598-RFFVI,2,19.3,28.3
4771,3453-RTHJQ,6,69.1,435
4772,6712-OAWRH,26,91.25,2351.8
4773,6278-FEPBZ,9,20.25,186.15
4774,4280-DLSHD,8,54.75,445.85
4775,1508-DFXCU,12,81.45,912
4776,8614-VGMMV,15,49.1,679.55
4777,7868-BGSZA,43,80.2,3581.6
4778,2800-QQUSO,42,100.3,4222.95
4779,2930-UOTMB,31,65.25,1994.3
4780,7973-DZRKH,66,90.95,5930.05
4781,5914-DVBWJ,18,85.45,1505.85
4782,7698-YFGEZ,1,20,20
4783,2533-QVMSK,61,94.1,5638.3
4784,9773-PEQBZ,10,79.85,797.25
4785,8644-XLFBW,1,71.65,71.65
4786,0650-BWOZN,18,73.55,1359.45
4787,8625-AZYZY,24,104.65,2542.45
4788,7785-RDVIG,3,19.3,54.7
4789,9602-WCXPI,50,20.15,989.05
4790,2903-YYTBW,1,44.55,44.55
4791,3620-MWJNE,2,54.45,87.3
4792,8573-JGCZW,17,19.65,351.55
4793,6837-HAEVO,69,105,7297.75
4794,6701-YVNQG,72,88.7,6301.7
4795,9306-CPCBC,3,74.25,210.3
4796,4304-XUMGI,50,75.15,3822.45
4797,9504-YAZWB,53,20.25,1048.45
4798,8819-ZBYNA,58,109.1,6393.65
4799,6174-NRBTZ,46,30.75,1489.3
4800,9481-IEBZY,72,112.9,8061.5
4801,1833-VGRUM,1,74.2,74.2
4802,6137-NICCO,6,94.05,518.75
4803,9065-ZCPQX,72,78.85,5763.15
4804,6402-EJMWF,4,55.3,238.5
4805,3620-EHIMZ,52,19.35,1031.7
4806,3213-VVOLG,0,25.35,
4807,6870-ECSHE,2,20.45,34.8
4808,8747-UDCOI,65,19.35,1319.95
4809,8374-XGEJJ,43,101,4388.4
4810,2656-TABEH,4,100.2,420.2
4811,6946-LMSQS,25,89.05,2177.45
4812,4626-OZDTJ,51,78.65,3950.85
4813,9169-BSVIN,12,74.75,827.05
4814,2325-ZUSFD,57,70.1,3913.3
4815,8194-PEEBY,24,19.9,533.5
4816,6872-HXFNF,64,58.35,3756.45
4817,3932-CMDTD,4,105.65,443.9
4818,7714-YXSMB,26,100.5,2599.95
4819,8387-UGUSU,15,20.05,284.3
4820,1080-BWSYE,64,25.65,1740.8
4821,4039-HEUNW,36,96.5,3436.1
4822,1194-HVAIF,27,95,2462.55
4823,0812-WUPTB,1,70.85,70.85
4824,3594-UVONA,35,85.95,3110.1
4825,0004-TLHLJ,4,73.9,280.85
4826,1767-TGTKO,8,45.45,411.75
4827,8439-LTUGF,10,20,198.6
4828,8805-JNRAZ,2,49.2,103.7
4829,5089-IFSDP,58,109.45,6144.55
4830,6418-HNFED,51,83.25,4089.45
4831,0206-OYVOC,46,19.25,864.2
4832,7291-CDTMJ,1,19.65,19.65
4833,7128-GGCNO,46,72.8,3249.4
4834,0237-YFUTL,50,109.65,5405.8
4835,7691-KGKGP,53,65,3363.8
4836,6710-HSJRD,61,114.1,7132.15
4837,3675-EQOZA,5,20.65,93.55
4838,0840-DCNZE,47,86.95,4138.9
4839,1732-FEKLD,54,94.75,5121.75
4840,9862-KJTYK,19,25.35,566.1
4841,0479-HMSWA,26,105.45,2715.3
4842,5854-KSRBJ,70,25.4,1782.05
4843,0365-BZUWY,17,102.55,1742.5
4844,4817-VYYWS,30,100.2,2983.8
4845,5701-SVCWR,1,24,24
4846,3129-AAQOU,19,25.6,485.9
4847,4922-CVPDX,26,73.5,1905.7
4848,1396-QWFBJ,21,74.05,1565.7
4849,1357-BIJKI,50,98.25,4858.7
4850,1099-BTKWT,68,54.4,3723.65
4851,5299-SJCZT,3,101.55,298.35
4852,2018-PZKMU,9,103.1,970.45
4853,7340-KEFQE,51,34.2,1782
4854,4570-QHXHL,9,43.75,405.7
4855,2403-BCASL,41,111.95,4534.9
4856,7392-YYPYJ,22,100.65,2415.95
4857,2898-LSJGD,21,55.95,1157.05
4858,2223-GDSHL,71,116.05,8297.5
4859,7359-PTSXY,1,45.75,45.75
4860,9470-RTWDV,26,82,2083.1
4861,2176-OSJUV,71,65.15,4681.75
4862,9348-YVOMK,4,44.8,176.2
4863,8104-OSKWT,12,79.8,1001.2
4864,4521-YEEHE,18,88.85,1594.75
4865,4090-KPJIP,3,74.95,212.4
4866,3786-WOVKF,72,106.85,7677.4
4867,4503-BDXBD,11,74.95,815.5
4868,6086-ESGRL,1,80.15,80.15
4869,2592-HODOV,13,19.3,259.65
4870,3886-CERTZ,72,109.25,8109.8
4871,7995-ZHHNZ,42,56.1,2386.85
4872,3824-RHKVR,17,19.7,340.35
4873,5816-SCGFC,7,51.3,419.35
4874,5989-AXPUC,68,118.6,7990.05
4875,4979-HPRFL,56,24.15,1402.25
4876,8590-OHDIW,38,20.3,749.35
4877,8015-IHCGW,72,115.5,8425.15
4878,2332-TODQS,48,25.05,1171.5
4879,9278-VZKCD,52,109.1,5647.95
4880,8008-OTEZX,35,19.65,708.8
4881,2773-OVBPK,67,111.3,7567.2
4882,5999-LCXAO,1,29.9,29.9
4883,5206-XZZQI,53,80.6,4348.1
4884,4803-LBYPN,34,20.8,635.9
4885,5759-RCVCB,3,35.2,108.95
4886,6372-RFVNS,1,78.8,78.8
4887,2139-FQHLM,19,89.95,1682.4
4888,8261-GWDBQ,60,116.05,6925.9
4889,1093-YSWCA,11,19.55,223.15
4890,8938-UMKPI,47,106.4,5127.95
4891,0991-BRRFB,18,49.4,874.8
4892,3882-IYOIJ,60,115.25,6758.45
4893,8749-TZYEC,72,24.8,1874.3
4894,1755-FZQEC,39,19.9,791.15
4895,3115-JPJDD,59,81.25,4639.45
4896,5600-KTXFM,2,69.95,143.9
4897,3871-IKPYH,1,69.1,69.1
4898,6319-IEJWJ,20,90.2,1776.55
4899,9025-AOMKI,6,93.55,536.4
4900,6339-TBELP,71,86.4,6172
4901,7964-YESJC,24,66.3,1559.45
4902,6173-GOLSU,67,94.65,6079
4903,5275-SQEIZ,1,80.85,80.85
4904,7716-YTYHG,48,82.05,4029.95
4905,9938-ZREHM,37,72.1,2658.4
4906,7950-XWOVN,11,34.7,383.55
4907,4390-KYULV,3,20.55,51.15
4908,4647-MUZON,18,95.95,1745.5
4909,9702-AIUJO,50,44.8,2230.85
4910,8849-PRIQJ,67,109.4,7281.6
4911,8851-RAGOV,25,71.05,1837.7
4912,1304-NECVQ,2,78.55,149.55
4913,5396-IZEPB,9,19.7,180.7
4914,1729-VLAZJ,10,40.25,411.45
4915,8285-ABVLB,70,19.85,1328.35
