contract_id,customer_id,contract_type,paperless_billing,payment_method
10341,2229-VWQJH,Month-to-month,Yes,Credit card (automatic)
10342,9194-GFVOI,Two year,No,Credit card (automatic)
10343,1336-EZFZY,Month-to-month,No,Mailed check
10344,4282-MSACW,One year,Yes,Credit card (automatic)
10345,1403-LKLIK,One year,No,Mailed check
10346,2636-ALXXZ,Month-to-month,Yes,Electronic check
10347,7774-OJSXI,One year,Yes,Electronic check
10348,7786-WBJYI,Month-to-month,No,Bank transfer (automatic)
10349,0136-IFMYD,Two year,Yes,Electronic check
10350,5144-TVGLP,Month-to-month,No,Electronic check
10351,9643-AVVWI,Month-to-month,Yes,Electronic check
10352,0253-ZTEOB,Two year,No,Electronic check
10353,2706-QZIHY,Two year,No,Mailed check
10354,6061-PQHMK,One year,No,Credit card (automatic)
10355,9885-CSMWE,Month-to-month,No,Electronic check
10356,6137-MFAJN,Month-to-month,Yes,Electronic check
10357,9122-UMROB,Month-to-month,No,Mailed check
10358,4232-JGKIY,Month-to-month,No,Electronic check
10359,2402-TAIRZ,One year,No,Electronic check
10360,9659-ZTWSM,One year,Yes,Bank transfer (automatic)
10361,9139-TWBAS,One year,No,Bank transfer (automatic)
10362,6685-GBWJZ,One year,No,Credit card (automatic)
10363,5016-ETTFF,Month-to-month,No,Mailed check
10364,3866-MDTUB,Month-to-month,Yes,Electronic check
10365,2195-VVRJF,Month-to-month,Yes,Credit card (automatic)
10366,3913-RDSJZ,Two year,No,Mailed check
10367,8058-JMEQO,Month-to-month,Yes,Electronic check
10368,4203-QGNZA,Month-to-month,No,Mailed check
10369,5043-TRZWM,Month-to-month,No,Electronic check
10370,0697-ZMSWS,Month-to-month,Yes,Electronic check
10371,7657-DYEPJ,One year,Yes,Credit card (automatic)
10372,9494-BDNNC,One year,No,Electronic check
10373,1640-PLFMP,Month-to-month,Yes,Electronic check
10374,5366-OBVMR,Month-to-month,Yes,Mailed check
10375,8276-MQBYC,Month-to-month,Yes,Electronic check
10376,7644-OMVMY,Two year,No,Mailed check
10377,7593-XFKDI,Month-to-month,No,Mailed check
10378,4573-JKNAE,Two year,No,Bank transfer (automatic)
10379,0337-CNPZE,Month-to-month,Yes,Electronic check
10380,9817-APLHW,Month-to-month,No,Electronic check
10381,8380-MQINP,Two year,No,Mailed check
10382,0840-DFEZH,Month-to-month,Yes,Electronic check
10383,1513-XNPPH,Month-to-month,Yes,Electronic check
10384,8690-ZVLCL,Two year,No,Credit card (automatic)
10385,6015-VVHHE,Month-to-month,Yes,Credit card (automatic)
10386,1125-SNVCK,Month-to-month,No,Mailed check
10387,0384-LPITE,One year,No,Credit card (automatic)
10388,4616-EWBNJ,One year,No,Bank transfer (automatic)
10389,6347-DCUIK,Month-to-month,Yes,Mailed check
10390,1335-HQMKX,One year,Yes,Electronic check
10391,2545-EBUPK,Month-to-month,Yes,Electronic check
10392,6923-AQONU,Two year,No,Mailed check
10393,2172-EJXVF,One year,Yes,Electronic check
10394,0897-FEGMU,Month-to-month,Yes,Electronic check
10395,7663-RGWBC,Month-to-month,Yes,Mailed check
10396,1120-BMWUB,Month-to-month,Yes,Mailed check
10397,9124-LHCJQ,Month-to-month,Yes,Mailed check
10398,4536-PLEQY,Month-to-month,Yes,Credit card (automatic)
10399,7029-IJEJK,One year,No,Bank transfer (automatic)
10400,8871-JLMHM,Two year,No,Credit card (automatic)
10401,2235-ZGKPT,Month-to-month,No,Mailed check
10402,3891-PUQOD,Month-to-month,No,Electronic check
10403,5447-VYTKW,Month-to-month,No,Mailed check
10404,3623-FQBOX,Month-to-month,Yes,Mailed check
10405,0689-NKYLF,Month-to-month,Yes,Electronic check
10406,8659-HDIYE,Month-to-month,No,Credit card (automatic)
10407,3658-KIBGF,Month-to-month,Yes,Electronic check
10408,3474-BAFSJ,Two year,Yes,Bank transfer (automatic)
10409,5519-YLDGW,Month-to-month,Yes,Electronic check
10410,3865-ZFZIB,Two year,No,Mailed check
10411,1855-AGAWH,One year,Yes,Electronic check
10412,7109-CQYUZ,Two year,Yes,Mailed check
10413,1370-GGAWX,One year,Yes,Electronic check
10414,4680-KUTAJ,Month-to-month,Yes,Electronic check
10415,5307-UVGNB,Month-to-month,Yes,Bank transfer (automatic)
10416,4946-EDSEW,Month-to-month,Yes,Mailed check
10417,2883-ILGWO,Month-to-month,Yes,Bank transfer (automatic)
10418,2516-VQRRV,Month-to-month,Yes,Mailed check
10419,7580-UGXNC,Month-to-month,No,Mailed check
10420,3642-BYHDO,Two year,No,Bank transfer (automatic)
10421,9629-NHXFW,Month-to-month,Yes,Mailed check
10422,2696-RZVZW,Two year,No,Credit card (automatic)
10423,5766-FTRTS,Two year,No,Mailed check
10424,0396-HUJBP,Month-to-month,No,Mailed check
10425,5178-LMXOP,Month-to-month,Yes,Electronic check
10426,8879-ZKJOF,One year,Yes,Bank transfer (automatic)
10427,6285-FTQBF,Two year,No,Credit card (automatic)
10428,8185-UPYBR,Month-to-month,Yes,Electronic check
10429,4585-HETAI,Month-to-month,Yes,Electronic check
10430,7526-BEZQB,Month-to-month,Yes,Electronic check
10431,1474-JUWSM,One year,Yes,Electronic check
10432,3530-CRZSB,Month-to-month,No,Mailed check
10433,8498-XXGWA,Month-to-month,Yes,Mailed check
10434,9617-INGJY,Month-to-month,Yes,Mailed check
10435,0621-TSSMU,One year,No,Credit card (automatic)
10436,7234-KMNRQ,Month-to-month,No,Mailed check
10437,7636-PEPNS,One year,Yes,Mailed check
10438,4683-WYDOU,Two year,Yes,Bank transfer (automatic)
10439,9052-DHNKM,One year,No,Electronic check
10440,6794-HKIAJ,Month-to-month,No,Bank transfer (automatic)
10441,5578-NKCXI,One year,No,Credit card (automatic)
10442,1642-HMARX,Two year,Yes,Electronic check
10443,3096-WPXBT,One year,Yes,Credit card (automatic)
10444,8434-PNQZX,Two year,Yes,Credit card (automatic)
10445,5950-AAAGJ,Month-to-month,No,Bank transfer (automatic)
10446,4299-OPXEJ,Two year,Yes,Bank transfer (automatic)
10447,4951-UKAAQ,Month-to-month,Yes,Electronic check
10448,9618-LFJRU,Month-to-month,No,Credit card (automatic)
10449,6693-DJWTY,One year,No,Credit card (automatic)
10450,0744-GKNGE,Month-to-month,Yes,Bank transfer (automatic)
10451,6447-EGDIV,One year,No,Mailed check
10452,1167-OYZJF,Two year,Yes,Bank transfer (automatic)
10453,2108-YKQTY,Month-to-month,No,Credit card (automatic)
10454,4806-DXQCE,Two year,Yes,Electronic check
10455,4918-QLLIW,Month-to-month,No,Credit card (automatic)
10456,7056-IMHCC,Month-to-month,Yes,Electronic check
10457,4854-SSLTN,Two year,No,Mailed check
10458,5294-DMSFH,Month-to-month,Yes,Credit card (automatic)
10459,4837-PZTIC,Two year,No,Mailed check
10460,1625-JAIIY,One year,Yes,Electronic check
10461,0603-OLQDC,Month-to-month,Yes,Mailed check
10462,3272-VUHPV,Month-to-month,No,Bank transfer (automatic)
10463,4176-FXYBO,Month-to-month,No,Electronic check
10464,1063-DHQJF,Two year,Yes,Mailed check
10465,8663-UPDGF,Month-to-month,Yes,Bank transfer (automatic)
10466,6719-FGEDO,Two year,Yes,Bank transfer (automatic)
10467,1837-YQUCE,Two year,Yes,Bank transfer (automatic)
10468,2947-DOMLJ,Month-to-month,No,Mailed check
10469,4112-LUEIZ,Month-to-month,Yes,Electronic check
10470,0369-ZGOVK,One year,Yes,Bank transfer (automatic)
10471,4510-HIMLV,Month-to-month,Yes,Electronic check
10472,9919-KNPOO,Month-to-month,Yes,Electronic check
10473,8749-JMNKX,Month-to-month,Yes,Bank transfer (automatic)
10474,7872-BAAZR,One year,No,Bank transfer (automatic)
10475,9391-LMANN,One year,No,Electronic check
10476,2430-USGXP,Month-to-month,Yes,Electronic check
10477,8174-TBVCF,Two year,Yes,Credit card (automatic)
10478,1698-XFZCI,One year,Yes,Electronic check
10479,1877-HKBQX,One year,Yes,Mailed check
10480,4450-DLLMH,Month-to-month,Yes,Credit card (automatic)
10481,0428-AXXLJ,One year,Yes,Bank transfer (automatic)
10482,2746-DIJLO,One year,Yes,Credit card (automatic)
10483,5955-ERIHD,Month-to-month,Yes,Electronic check
10484,0917-EZOLA,Two year,Yes,Bank transfer (automatic)
10485,3508-VLHCZ,Two year,Yes,Credit card (automatic)
10486,4086-ATNFV,One year,Yes,Mailed check
10487,0468-YRPXN,Month-to-month,Yes,Credit card (automatic)
10488,5996-NRVXR,One year,Yes,Credit card (automatic)
10489,3739-YBWAB,One year,No,Mailed check
10490,7047-FWEYA,One year,Yes,Electronic check
10491,2000-MPKCA,One year,Yes,Electronic check
10492,9762-YAQAA,One year,No,Credit card (automatic)
10493,5949-EBSQK,Month-to-month,No,Credit card (automatic)
10494,5473-KHBPS,One year,Yes,Credit card (automatic)
10495,0100-DUVFC,One year,Yes,Electronic check
10496,5397-TUPSH,One year,Yes,Bank transfer (automatic)
10497,8950-MTZNV,Month-to-month,Yes,Mailed check
10498,0326-VDYXE,One year,Yes,Electronic check
10499,6773-LQTVT,Month-to-month,Yes,Mailed check
10500,7274-RTAPZ,Month-to-month,Yes,Electronic check
10501,0436-TWFFZ,Two year,Yes,Mailed check
10502,8566-YPRGL,Month-to-month,Yes,Mailed check
10503,0311-UNPFF,Month-to-month,Yes,Bank transfer (automatic)
10504,6609-MXJHJ,Two year,Yes,Mailed check
10505,2669-OIDSD,Month-to-month,Yes,Credit card (automatic)
10506,8400-WZICQ,Month-to-month,No,Electronic check
10507,3834-XUIFC,Month-to-month,Yes,Mailed check
10508,9576-SYUHJ,Month-to-month,Yes,Electronic check
10509,0410-IPFTY,Month-to-month,Yes,Bank transfer (automatic)
10510,2831-EBWRN,Month-to-month,Yes,Electronic check
10511,9430-NKQLY,Two year,Yes,Credit card (automatic)
10512,8414-MYSHR,Month-to-month,Yes,Electronic check
10513,0247-SLUJI,Month-to-month,No,Mailed check
10514,9402-ORRAH,Month-to-month,Yes,Electronic check
10515,6483-OATDN,Month-to-month,Yes,Credit card (automatic)
10516,1293-HHSHJ,One year,No,Mailed check
10517,4840-ORQXB,Month-to-month,No,Electronic check
10518,7599-FKVXZ,Month-to-month,Yes,Bank transfer (automatic)
10519,3982-DQLUS,Month-to-month,Yes,Electronic check
10520,8610-ZIKJJ,One year,No,Mailed check
10521,3756-VNWDH,One year,Yes,Electronic check
10522,7801-KICAO,Month-to-month,Yes,Electronic check
10523,7673-LPRNY,One year,Yes,Electronic check
10524,8229-TNIQA,Month-to-month,Yes,Mailed check
10525,6060-QBMGV,Two year,No,Credit card (automatic)
10526,7339-POGZN,Month-to-month,No,Electronic check
10527,2828-SLQPF,Month-to-month,Yes,Bank transfer (automatic)
10528,4465-VDKIQ,Month-to-month,No,Electronic check
10529,2921-XWDJH,Month-to-month,Yes,Electronic check
10530,6221-AVQYL,Month-to-month,Yes,Credit card (automatic)
10531,2558-BUOZZ,One year,No,Bank transfer (automatic)
10532,9257-AZMTZ,Two year,No,Bank transfer (automatic)
10533,0003-MKNFE,Month-to-month,No,Mailed check
10534,0975-UYDTX,One year,Yes,Credit card (automatic)
10535,7743-EXURX,Month-to-month,Yes,Electronic check
10536,4682-BLBUC,One year,Yes,Electronic check
10537,0975-VOOVL,Month-to-month,No,Mailed check
10538,5968-VXZLG,Month-to-month,Yes,Bank transfer (automatic)
10539,5569-KGJHX,Month-to-month,Yes,Bank transfer (automatic)
10540,4988-IQIGL,Month-to-month,Yes,Electronic check
10541,5201-FRKKS,Month-to-month,No,Bank transfer (automatic)
10542,9799-CAYJJ,Month-to-month,Yes,Electronic check
10543,7730-IUTDZ,Month-to-month,Yes,Electronic check
10544,0426-TIRNE,Month-to-month,No,Mailed check
10545,5443-SCMKX,One year,Yes,Electronic check
10546,8295-KMENE,Two year,Yes,Mailed check
10547,6738-ISCBM,One year,Yes,Electronic check
10548,9821-BESNZ,One year,Yes,Electronic check
10549,3678-MNGZX,Two year,No,Bank transfer (automatic)
10550,1335-NTIUC,Month-to-month,Yes,Electronic check
10551,2916-BQZLN,Month-to-month,Yes,Electronic check
10552,4558-CGYCZ,Month-to-month,No,Mailed check
10553,2368-GAKKQ,Two year,Yes,Bank transfer (automatic)
10554,8710-YGLWG,Month-to-month,Yes,Mailed check
10555,3199-XGZCY,Month-to-month,Yes,Electronic check
10556,3785-KTYSH,Two year,No,Mailed check
10557,6814-ZPWFQ,One year,No,Bank transfer (automatic)
10558,4063-EIKNQ,Month-to-month,No,Bank transfer (automatic)
10559,6993-YCOBK,Two year,Yes,Electronic check
10560,5206-HPJKM,Month-to-month,Yes,Credit card (automatic)
10561,7587-RZNME,Month-to-month,Yes,Electronic check
10562,0748-RDGGM,One year,Yes,Bank transfer (automatic)
10563,8393-JMVMB,Month-to-month,No,Mailed check
10564,5019-GQVCR,Month-to-month,Yes,Electronic check
10565,6036-TTFYU,Month-to-month,No,Mailed check
10566,2550-AEVRU,One year,No,Electronic check
10567,0969-RGKCU,One year,No,Credit card (automatic)
10568,0378-CJKPV,Two year,No,Credit card (automatic)
10569,4706-AXVKM,Month-to-month,Yes,Credit card (automatic)
10570,5889-JTMUL,Month-to-month,Yes,Electronic check
10571,9026-RNUJS,Month-to-month,No,Electronic check
10572,3746-EUBYR,Month-to-month,Yes,Bank transfer (automatic)
10573,2332-EFBJY,Month-to-month,Yes,Mailed check
10574,2880-FPNAE,Month-to-month,Yes,Electronic check
10575,1703-MGIAB,Month-to-month,Yes,Mailed check
10576,4311-QTTAI,One year,No,Credit card (automatic)
10577,9474-PHLYD,Month-to-month,Yes,Electronic check
10578,4318-RAJVY,One year,Yes,Mailed check
10579,2165-VOEGB,One year,Yes,Bank transfer (automatic)
10580,3612-YUNGG,Two year,Yes,Credit card (automatic)
10581,2254-DLXRI,Month-to-month,Yes,Mailed check
10582,5062-CJJKH,One year,No,Mailed check
10583,9028-LIHRP,Two year,No,Credit card (automatic)
10584,2219-MVUSO,Month-to-month,Yes,Mailed check
10585,1053-MXTTK,Two year,Yes,Bank transfer (automatic)
10586,1530-ZTDOZ,Month-to-month,No,Bank transfer (automatic)
10587,1301-LOPVR,One year,Yes,Credit card (automatic)
10588,0853-TWRVK,Two year,No,Bank transfer (automatic)
10589,8914-RBTSB,Month-to-month,No,Electronic check
10590,6212-ATMLK,Month-to-month,Yes,Electronic check
10591,8200-LGKSR,Two year,No,Electronic check
10592,1568-BEKZM,Two year,No,Credit card (automatic)
10593,0670-ANMUU,One year,No,Credit card (automatic)
10594,6897-RWMUB,Two year,Yes,Bank transfer (automatic)
10595,0963-ZBDRN,Month-to-month,Yes,Electronic check
10596,7594-RQHXR,Month-to-month,Yes,Electronic check
10597,6999-CHVCF,Two year,Yes,Bank transfer (automatic)
10598,6134-KWTBV,Two year,No,Bank transfer (automatic)
10599,1077-HUUJM,Month-to-month,Yes,Electronic check
10600,6331-EWIEB,Month-to-month,Yes,Electronic check
10602,2045-BMBTJ,Month-to-month,Yes,Bank transfer (automatic)
10603,8417-GSODA,One year,No,Bank transfer (automatic)
10604,5171-EPLKN,Two year,No,Credit card (automatic)
10605,4452-QIIEB,Month-to-month,No,Mailed check
10606,5998-VVEJY,Month-to-month,Yes,Electronic check
10607,1624-NALOJ,Month-to-month,Yes,Electronic check
10608,6741-EGCBI,Month-to-month,Yes,Credit card (automatic)
10609,7820-ZYGNY,One year,No,Credit card (automatic)
10610,4317-VTEOA,Month-to-month,Yes,Electronic check
10611,9677-AVKED,One year,Yes,Electronic check
10612,1670-SVOWZ,Month-to-month,Yes,Credit card (automatic)
10613,2227-JRSJX,Month-to-month,Yes,Bank transfer (automatic)
10614,9847-HNVGP,One year,No,Mailed check
10615,6696-YDAYZ,Two year,No,Mailed check
10616,8980-WQFWL,Month-to-month,Yes,Electronic check
10617,1730-ZMAME,Month-to-month,Yes,Electronic check
10618,6506-EYCNH,Month-to-month,Yes,Bank transfer (automatic)
10619,4634-JLRJT,Month-to-month,Yes,Mailed check
10620,9501-UKKNL,Month-to-month,Yes,Electronic check
10621,2560-QTSBS,One year,Yes,Bank transfer (automatic)
10622,7541-YLXCL,One year,Yes,Mailed check
10623,4795-WRNVT,Month-to-month,No,Mailed check
10624,6080-TCMYC,Month-to-month,Yes,Electronic check
10625,0260-ZDLGK,Month-to-month,Yes,Mailed check
10626,7860-UXCRM,Two year,No,Credit card (automatic)
10627,6357-JJPQT,Month-to-month,Yes,Electronic check
10628,2292-XQWSV,One year,No,Mailed check
10629,9552-TGUZV,Month-to-month,Yes,Mailed check
10630,5913-INRQV,One year,No,Mailed check
10631,8722-NGNBH,Month-to-month,No,Mailed check
10632,6210-KBBPI,Month-to-month,Yes,Credit card (automatic)
10633,9643-YBLUR,Month-to-month,Yes,Credit card (automatic)
10634,8734-FNWVH,Month-to-month,No,Bank transfer (automatic)
10635,9447-YPTBX,One year,Yes,Bank transfer (automatic)
10636,0133-BMFZO,Month-to-month,Yes,Electronic check
10637,6128-CZOMY,Month-to-month,Yes,Electronic check
10638,9540-JYROE,Month-to-month,Yes,Mailed check
10639,9026-LHEVG,Month-to-month,No,Electronic check
10640,2260-USTRB,Month-to-month,Yes,Bank transfer (automatic)
10641,3656-TKRVZ,Month-to-month,No,Electronic check
10642,7011-CVEUC,Month-to-month,Yes,Credit card (automatic)
10643,6185-TASNN,Month-to-month,No,Electronic check
10644,7925-PNRGI,Month-to-month,No,Mailed check
10645,8623-TMRBY,Month-to-month,Yes,Electronic check
10646,1552-CZCLL,Month-to-month,No,Credit card (automatic)
10647,3038-PQIUY,Month-to-month,Yes,Bank transfer (automatic)
10648,1501-SGHBW,Month-to-month,No,Mailed check
10649,9313-CDOGY,Month-to-month,No,Electronic check
10650,8148-BPLZQ,Month-to-month,Yes,Electronic check
10651,2623-DRYAM,One year,Yes,Electronic check
10652,9987-LUTYD,One year,No,Mailed check
10653,3208-YPIOE,Month-to-month,No,Electronic check
10654,4488-KQFDT,One year,Yes,Electronic check
10655,2612-RANWT,Month-to-month,Yes,Bank transfer (automatic)
10656,5693-PIPCS,Two year,Yes,Credit card (automatic)
10657,0491-KAPQG,Month-to-month,Yes,Electronic check
10658,1925-LFCZZ,One year,Yes,Bank transfer (automatic)
10659,8039-EQPIM,Two year,No,Bank transfer (automatic)
10660,6900-PXRMS,Month-to-month,No,Electronic check
10661,8707-RMEZH,One year,No,Credit card (automatic)
10662,3346-BRMIS,Month-to-month,Yes,Electronic check
10663,3209-ZPKFI,Month-to-month,No,Electronic check
10664,6479-VDGRK,Two year,No,Bank transfer (automatic)
10665,9373-WSLOY,Month-to-month,Yes,Electronic check
10666,2933-FILNV,Month-to-month,Yes,Mailed check
10667,3569-JFODW,Two year,No,Credit card (automatic)
10668,9819-FBNSV,Month-to-month,Yes,Bank transfer (automatic)
10669,9544-PYPSJ,Month-to-month,Yes,Credit card (automatic)
10670,1591-XWLGB,Two year,No,Credit card (automatic)
10671,0396-UKGAI,Month-to-month,Yes,Bank transfer (automatic)
10672,3243-ZHOHY,One year,No,Mailed check
10673,5186-EJEGL,Month-to-month,Yes,Mailed check
10674,7527-QNRUS,Two year,Yes,Mailed check
10675,9986-BONCE,Month-to-month,No,Bank transfer (automatic)
10676,2722-JMONI,Month-to-month,Yes,Electronic check
10677,2203-GHNWN,Month-to-month,Yes,Mailed check
10678,3878-AVSOQ,Month-to-month,Yes,Electronic check
10679,3258-SYSWS,Two year,No,Bank transfer (automatic)
10680,5296-PSYVW,Two year,No,Electronic check
10681,6319-QSUSR,Month-to-month,No,Credit card (automatic)
10682,4083-EUGRJ,Month-to-month,No,Mailed check
10683,7579-OOPEC,Month-to-month,No,Credit card (automatic)
10684,0512-FLFDW,One year,Yes,Credit card (automatic)
10685,1771-OADNZ,Month-to-month,Yes,Electronic check
10686,0487-CRLZF,Two year,Yes,Bank transfer (automatic)
10687,2107-FBPTK,Month-to-month,Yes,Electronic check
10688,9451-WLYRI,One year,No,Credit card (automatic)
10689,8219-VYBVI,Two year,No,Mailed check
10690,1991-VOPLL,Month-to-month,No,Mailed check
10691,9738-QLWTP,One year,No,Electronic check
10692,1016-DJTSV,Month-to-month,Yes,Electronic check
10693,9419-IPPBE,One year,Yes,Electronic check
10694,0174-QRVVY,Two year,No,Credit card (automatic)
10695,5699-BNCAS,Two year,Yes,Mailed check
10696,2900-PHPLN,Two year,Yes,Credit card (automatic)
10697,0612-RTZZA,Month-to-month,No,Electronic check
10698,8106-GWQOK,Two year,Yes,Bank transfer (automatic)
10699,8751-EDEKA,Month-to-month,No,Credit card (automatic)
10700,6878-GGDWG,Month-to-month,No,Bank transfer (automatic)
10701,4039-PIMHX,Two year,No,Mailed check
10702,8450-LUGUK,Two year,Yes,Bank transfer (automatic)
10703,3604-WLABM,Month-to-month,No,Electronic check
10704,0795-GMVQO,One year,No,Credit card (automatic)
10705,2259-OUUSZ,One year,Yes,Credit card (automatic)
10706,1142-IHLOO,One year,No,Credit card (automatic)
10707,6410-LEFEN,Month-to-month,No,Electronic check
10708,4633-MKHYU,Month-to-month,Yes,Mailed check
10709,6257-RJOHI,Month-to-month,Yes,Mailed check
10710,1545-JFUML,Two year,Yes,Electronic check
10711,3194-ORPIK,Month-to-month,Yes,Bank transfer (automatic)
10712,7826-VVKWT,Two year,Yes,Electronic check
10713,1353-GHZOS,One year,Yes,Bank transfer (automatic)
10714,2587-EKXTS,Month-to-month,Yes,Electronic check
10715,5442-BXVND,Month-to-month,No,Bank transfer (automatic)
10716,8816-VXNZD,Month-to-month,Yes,Electronic check
10717,9378-FXTIZ,One year,Yes,Credit card (automatic)
10718,1723-HKXJQ,Month-to-month,Yes,Electronic check
10719,7825-GKXMW,Month-to-month,No,Electronic check
10720,9753-OYLBX,Month-to-month,No,Mailed check
10721,2364-UFROM,One year,No,Electronic check
10722,6656-JWRQX,Month-to-month,No,Mailed check
10723,6473-ULUHT,Month-to-month,No,Electronic check
10724,1240-KNSEZ,Month-to-month,Yes,Mailed check
10725,0836-SEYLU,Month-to-month,No,Mailed check
10726,4433-JCGCG,Month-to-month,Yes,Electronic check
10727,3716-BDVDB,Month-to-month,Yes,Electronic check
10728,7688-AWMDX,Two year,No,Bank transfer (automatic)
10729,2842-BCQGE,Month-to-month,Yes,Credit card (automatic)
10730,7244-QWYHG,One year,Yes,Bank transfer (automatic)
10731,5899-MQZZL,Month-to-month,Yes,Mailed check
10732,6849-OYAMU,One year,No,Bank transfer (automatic)
10733,5312-UXESG,Month-to-month,No,Bank transfer (automatic)
10734,9488-HGMJH,Month-to-month,Yes,Electronic check
10735,6038-GCYEC,Month-to-month,Yes,Credit card (automatic)
10736,2150-WLKUW,One year,No,Bank transfer (automatic)
10737,7159-FVYPK,Month-to-month,Yes,Bank transfer (automatic)
10738,7032-LMBHI,One year,No,Bank transfer (automatic)
10739,1150-WFARN,Two year,Yes,Credit card (automatic)
10740,6088-BXMRG,Month-to-month,Yes,Electronic check
10741,3144-AUDBS,Month-to-month,Yes,Electronic check
10742,4821-SJHJV,Month-to-month,No,Electronic check
10743,7346-MEDWM,Month-to-month,Yes,Electronic check
10744,1137-DGOWI,One year,No,Bank transfer (automatic)
10745,5616-PRTNT,Month-to-month,Yes,Electronic check
10746,3812-LRZIR,Two year,No,Electronic check
10747,4818-QIUFN,Month-to-month,Yes,Electronic check
10748,9483-GCPWE,One year,No,Mailed check
10749,4227-OJHAL,One year,Yes,Credit card (automatic)
10750,9220-CXRSC,Two year,No,Credit card (automatic)
10751,4993-JCRGJ,Month-to-month,Yes,Mailed check
10752,9537-JALFH,Two year,No,Bank transfer (automatic)
10753,6698-OXETB,Two year,No,Mailed check
10754,2103-ZRXFN,Month-to-month,No,Mailed check
10755,3724-BSCVH,One year,No,Mailed check
10756,4877-TSOFF,One year,Yes,Bank transfer (automatic)
10757,9209-NWPGU,One year,No,Electronic check
10758,6961-VCPMC,Month-to-month,Yes,Electronic check
10759,7306-YDSOI,Two year,Yes,Bank transfer (automatic)
10760,5288-AHOUP,Month-to-month,Yes,Electronic check
10761,6688-UZPWD,Month-to-month,Yes,Electronic check
10762,0655-YDGFJ,Month-to-month,No,Bank transfer (automatic)
10763,8468-EHYJA,Month-to-month,Yes,Electronic check
10764,6823-SIDFQ,One year,No,Credit card (automatic)
10765,1097-FSPVW,Month-to-month,No,Credit card (automatic)
10766,2839-RFSQE,Month-to-month,No,Mailed check
10767,8328-SKJNO,One year,No,Bank transfer (automatic)
10768,7010-ZMVBF,Month-to-month,No,Mailed check
10769,5201-CBWYG,One year,No,Bank transfer (automatic)
10770,0968-GSIKN,Month-to-month,Yes,Mailed check
10771,1965-DDBWU,Month-to-month,Yes,Credit card (automatic)
10772,9057-SIHCH,Month-to-month,Yes,Electronic check
10773,6352-GIGGQ,One year,Yes,Bank transfer (automatic)
10774,3635-QQRQD,Two year,Yes,Credit card (automatic)
10775,6771-XWBDM,Month-to-month,Yes,Credit card (automatic)
10776,2897-DOVND,Month-to-month,Yes,Electronic check
10777,3082-YVEKW,Two year,Yes,Bank transfer (automatic)
10778,0191-EQUUH,Two year,No,Bank transfer (automatic)
10779,7134-HBPBS,Two year,Yes,Bank transfer (automatic)
10780,3489-HHPFY,Month-to-month,Yes,Electronic check
10781,2926-JEJJC,One year,Yes,Bank transfer (automatic)
10782,8601-QACRS,Month-to-month,Yes,Mailed check
10783,4950-BDEUX,Month-to-month,No,Electronic check
10784,5789-LDFXO,One year,No,Electronic check
10785,0508-OOLTO,Month-to-month,Yes,Electronic check
10786,2984-TBYKU,Two year,Yes,Credit card (automatic)
10787,9822-WMWVG,Month-to-month,Yes,Electronic check
10788,2391-SOORI,Month-to-month,No,Electronic check
10789,9040-KZVWO,One year,No,Bank transfer (automatic)
10790,2645-QTLMB,Month-to-month,Yes,Electronic check
10791,4806-HIPDW,Month-to-month,Yes,Electronic check
10792,1548-ARAGG,Month-to-month,Yes,Mailed check
10793,6339-RZCBJ,Two year,No,Credit card (automatic)
10794,4424-TKOPW,Month-to-month,Yes,Electronic check
10795,4415-WNGVR,One year,Yes,Electronic check
10796,2522-AHJXR,Month-to-month,Yes,Bank transfer (automatic)
10797,0412-UCCNP,Two year,Yes,Electronic check
10798,1816-FLZDK,Month-to-month,No,Mailed check
10799,7096-UCLNH,Month-to-month,No,Mailed check
10800,8443-ZRDBZ,Month-to-month,Yes,Electronic check
10801,9136-ALYBR,Month-to-month,Yes,Mailed check
10802,4615-PIVVU,Two year,No,Credit card (automatic)
10803,8885-QSQBX,Month-to-month,No,Bank transfer (automatic)
10804,7479-NITWS,Month-to-month,Yes,Credit card (automatic)
10805,8617-ENBDS,Month-to-month,Yes,Credit card (automatic)
10806,9385-NXKDA,Two year,Yes,Credit card (automatic)
10807,0430-IHCDJ,Month-to-month,Yes,Electronic check
10808,2959-MJHIC,Month-to-month,Yes,Electronic check
10809,6674-KVJHG,One year,No,Electronic check
10810,1814-DKOLC,Month-to-month,No,Mailed check
10811,4201-JMNGR,Month-to-month,Yes,Electronic check
10812,9351-HXDMR,Two year,Yes,Credit card (automatic)
10813,3537-HPKQT,Month-to-month,Yes,Credit card (automatic)
10814,2129-ALKBS,Month-to-month,Yes,Electronic check
10815,5821-MMEIL,Two year,No,Bank transfer (automatic)
10816,5960-WPXQM,Month-to-month,Yes,Electronic check
10817,0684-AOSIH,Month-to-month,Yes,Electronic check
10818,8260-NGFNY,Month-to-month,No,Mailed check
10819,1309-XGFSN,One year,Yes,Electronic check
10820,1866-RZZQS,Month-to-month,Yes,Electronic check
10821,6968-URWQU,One year,Yes,Mailed check
10822,4742-TXUEX,Two year,No,Bank transfer (automatic)
10823,9631-XEYKE,Month-to-month,No,Bank transfer (automatic)
10824,8631-NBHFZ,Two year,No,Credit card (automatic)
10825,1335-MXCSE,Two year,Yes,Credit card (automatic)
10826,8873-TMKGR,One year,No,Mailed check
